Section	Article	Mean	StdDev
Dataset Description	EU.110	0.00	0.00
Dataset Description	EU.111	1.88	1.54
Dataset Description	EU.112	1.00	1.32
Dataset Description	EU.113	0.12	0.33
Dataset Description	EU.12	2.12	0.93
Dataset Description	EU.13	3.00	1.22
Dataset Description	EU.14	2.25	0.97
Dataset Description	EU.15	3.50	0.50
Dataset Description	EU.16	3.62	0.48
Dataset Description	EU.17	3.75	0.43
Dataset Description	EU.18	3.50	0.50
Dataset Description	EU.19	2.88	0.33
Dataset Description	EU.2	1.75	0.83
Dataset Description	EU.20	2.25	0.66
Dataset Description	EU.21	2.12	0.78
Dataset Description	EU.22	0.25	0.66
Dataset Description	EU.23	1.75	1.39
Dataset Description	EU.24	0.25	0.66
Dataset Description	EU.25	2.75	0.66
Dataset Description	EU.26	3.38	0.70
Dataset Description	EU.27	3.88	0.33
Dataset Description	EU.28	0.38	0.99
Dataset Description	EU.29	0.88	1.54
Dataset Description	EU.3	2.50	1.12
Dataset Description	EU.30	0.00	0.00
Dataset Description	EU.31	1.38	1.41
Dataset Description	EU.32	0.00	0.00
Dataset Description	EU.33	0.00	0.00
Dataset Description	EU.34	1.25	1.30
Dataset Description	EU.35	0.00	0.00
Dataset Description	EU.36	0.00	0.00
Dataset Description	EU.37	0.00	0.00
Dataset Description	EU.38	0.00	0.00
Dataset Description	EU.39	0.00	0.00
Dataset Description	EU.4	0.88	0.93
Dataset Description	EU.40	3.38	0.48
Dataset Description	EU.41	2.38	1.58
Dataset Description	EU.42	3.62	0.70
Dataset Description	EU.43	2.75	1.64
Dataset Description	EU.44	0.00	0.00
Dataset Description	EU.45	0.00	0.00
Dataset Description	EU.46	0.75	1.30
Dataset Description	EU.47	1.75	1.79
Dataset Description	EU.48	0.00	0.00
Dataset Description	EU.49	2.62	0.99
Dataset Description	EU.5	3.00	1.22
Dataset Description	EU.50	2.00	2.00
Dataset Description	EU.51	0.38	0.99
Dataset Description	EU.52	0.00	0.00
Dataset Description	EU.53	2.50	1.94
Dataset Description	EU.54	0.00	0.00
Dataset Description	EU.55	0.38	0.99
Dataset Description	EU.56	0.88	1.54
Dataset Description	EU.57	1.62	1.65
Dataset Description	EU.58	0.50	1.32
Dataset Description	EU.59	3.50	0.71
Dataset Description	EU.6	3.88	0.60
Dataset Description	EU.60	0.88	1.54
Dataset Description	EU.61	0.00	0.00
Dataset Description	EU.62	0.00	0.00
Dataset Description	EU.63	0.00	0.00
Dataset Description	EU.64	0.00	0.00
Dataset Description	EU.65	0.00	0.00
Dataset Description	EU.66	0.00	0.00
Dataset Description	EU.67	0.00	0.00
Dataset Description	EU.68	0.00	0.00
Dataset Description	EU.69	0.00	0.00
Dataset Description	EU.7	0.00	0.00
Dataset Description	EU.70	0.00	0.00
Dataset Description	EU.71	3.00	0.00
Dataset Description	EU.72	3.25	1.39
Dataset Description	EU.73	0.88	1.17
Dataset Description	EU.74	2.25	0.97
Dataset Description	EU.75	0.00	0.00
Dataset Description	EU.76	0.75	0.97
Dataset Description	EU.77	1.38	1.41
Dataset Description	EU.78	3.12	1.27
Dataset Description	EU.79	3.00	1.41
Dataset Description	EU.8	3.12	0.60
Dataset Description	EU.80	2.00	1.58
Dataset Description	EU.81	0.50	0.87
Dataset Description	EU.82	2.00	1.22
Dataset Description	EU.83	0.62	1.11
Dataset Description	EU.84	1.38	1.80
Dataset Description	EU.85	0.88	1.54
Dataset Description	EU.86	1.25	1.64
Dataset Description	EU.87	0.62	1.11
Dataset Description	EU.88	1.50	1.73
Dataset Description	EU.89	1.62	1.80
Dataset Description	EU.9	3.50	0.50
Dataset Description	EU.90	0.75	1.30
Dataset Description	EU.91	1.88	1.90
Dataset Description	EU.92	1.88	1.90
Dataset Description	EU.93	1.50	1.50
Dataset Description	EU.94	0.38	0.99
Dataset Description	EU.95	1.38	1.41
Dataset Description	EU.96	2.62	1.32
Dataset Description	EU.97	0.00	0.00
Dataset Description	EU.98	0.00	0.00
Dataset Description	EU.99	2.00	1.66
Disaggregated Performance	AIDA.1	0.00	0.00
Disaggregated Performance	AIDA.10	2.12	1.27
Disaggregated Performance	AIDA.11	3.12	0.60
Disaggregated Performance	AIDA.12	2.50	1.12
Disaggregated Performance	AIDA.13	2.75	1.09
Disaggregated Performance	AIDA.14	3.75	0.66
Disaggregated Performance	AIDA.15	3.62	0.86
Disaggregated Performance	AIDA.16	2.00	1.32
Disaggregated Performance	AIDA.17	3.88	0.60
Disaggregated Performance	AIDA.18	2.88	1.17
Disaggregated Performance	AIDA.19	1.12	1.27
Disaggregated Performance	AIDA.2	0.38	0.99
Disaggregated Performance	AIDA.20	0.12	0.33
Disaggregated Performance	AIDA.21	0.00	0.00
Disaggregated Performance	AIDA.22	0.62	0.86
Disaggregated Performance	AIDA.23	1.00	1.32
Disaggregated Performance	AIDA.24	0.50	1.32
Disaggregated Performance	AIDA.25	1.00	1.73
Disaggregated Performance	AIDA.26	1.25	1.64
Disaggregated Performance	AIDA.27	1.50	1.94
Disaggregated Performance	AIDA.28	2.38	2.06
Disaggregated Performance	AIDA.29	3.25	1.39
Disaggregated Performance	AIDA.3	0.00	0.00
Disaggregated Performance	AIDA.30	3.62	0.70
Disaggregated Performance	AIDA.31	0.00	0.00
Disaggregated Performance	AIDA.32	0.75	0.97
Disaggregated Performance	AIDA.33	0.00	0.00
Disaggregated Performance	AIDA.34	0.00	0.00
Disaggregated Performance	AIDA.35	0.00	0.00
Disaggregated Performance	AIDA.36	2.62	2.12
Disaggregated Performance	AIDA.37	0.88	1.54
Disaggregated Performance	AIDA.38	1.00	1.32
Disaggregated Performance	AIDA.39	3.50	0.50
Disaggregated Performance	AIDA.4	2.88	0.33
Disaggregated Performance	AIDA.40	0.00	0.00
Disaggregated Performance	AIDA.5	4.50	0.50
Disaggregated Performance	AIDA.6	1.25	1.71
Disaggregated Performance	AIDA.7	3.50	0.71
Disaggregated Performance	AIDA.8	4.00	0.71
Disaggregated Performance	AIDA.9	2.62	1.58
Disaggregated Performance	CCPA.1798.100	0.50	0.87
Disaggregated Performance	CCPA.1798.105	0.00	0.00
Disaggregated Performance	CCPA.1798.106	0.00	0.00
Disaggregated Performance	CCPA.1798.110	0.50	0.87
Disaggregated Performance	CCPA.1798.115	0.00	0.00
Disaggregated Performance	CCPA.1798.120	0.00	0.00
Disaggregated Performance	CCPA.1798.121	0.62	0.86
Disaggregated Performance	CCPA.1798.125	1.50	1.58
Disaggregated Performance	CCPA.1798.126	0.00	0.00
Disaggregated Performance	CCPA.1798.127	0.00	0.00
Disaggregated Performance	CCPA.1798.128	0.00	0.00
Disaggregated Performance	CCPA.1798.129	0.00	0.00
Disaggregated Performance	CCPA.1798.130	0.25	0.66
Disaggregated Performance	CCPA.1798.131	0.00	0.00
Disaggregated Performance	CCPA.1798.132	0.00	0.00
Disaggregated Performance	CCPA.1798.135	0.00	0.00
Disaggregated Performance	CCPA.1798.140	0.71	0.70
Disaggregated Performance	CCPA.1798.145	0.00	0.00
Disaggregated Performance	CCPA.1798.146	0.88	1.54
Disaggregated Performance	CCPA.1798.147	0.00	0.00
Disaggregated Performance	CCPA.1798.148	0.75	1.30
Disaggregated Performance	CCPA.1798.149	0.00	0.00
Disaggregated Performance	CCPA.1798.150	2.00	1.22
Disaggregated Performance	CCPA.1798.155	0.29	0.70
Disaggregated Performance	CCPA.1798.160	0.00	0.00
Disaggregated Performance	CCPA.1798.175	1.50	1.41
Disaggregated Performance	CCPA.1798.176	0.00	0.00
Disaggregated Performance	CCPA.1798.177	0.00	0.00
Disaggregated Performance	CCPA.1798.178	0.00	0.00
Disaggregated Performance	CCPA.1798.179	0.00	0.00
Disaggregated Performance	CCPA.1798.180	0.00	0.00
Disaggregated Performance	CCPA.1798.185	3.43	0.49
Disaggregated Performance	CCPA.1798.186	0.00	0.00
Disaggregated Performance	CCPA.1798.187	0.00	0.00
Disaggregated Performance	CCPA.1798.188	0.00	0.00
Disaggregated Performance	CCPA.1798.189	0.00	0.00
Disaggregated Performance	CCPA.1798.190	0.00	0.00
Disaggregated Performance	CCPA.1798.192	0.00	0.00
Disaggregated Performance	CCPA.1798.194	0.00	0.00
Disaggregated Performance	CCPA.1798.196	0.00	0.00
Disaggregated Performance	CCPA.1798.198	0.00	0.00
Disaggregated Performance	CCPA.1798.199	0.00	0.00
Disaggregated Performance	CCPA.1798.199.10	0.00	0.00
Disaggregated Performance	CCPA.1798.199.100	0.86	1.36
Disaggregated Performance	CCPA.1798.199.15	0.00	0.00
Disaggregated Performance	CCPA.1798.199.20	0.00	0.00
Disaggregated Performance	CCPA.1798.199.25	0.00	0.00
Disaggregated Performance	CCPA.1798.199.30	0.00	0.00
Disaggregated Performance	CCPA.1798.199.35	0.00	0.00
Disaggregated Performance	CCPA.1798.199.40	3.29	0.70
Disaggregated Performance	CCPA.1798.199.45	0.50	1.32
Disaggregated Performance	CCPA.1798.199.50	0.00	0.00
Disaggregated Performance	CCPA.1798.199.55	0.00	0.00
Disaggregated Performance	CCPA.1798.199.60	0.00	0.00
Disaggregated Performance	CCPA.1798.199.65	0.00	0.00
Disaggregated Performance	CCPA.1798.199.70	0.00	0.00
Disaggregated Performance	CCPA.1798.199.75	0.00	0.00
Disaggregated Performance	CCPA.1798.199.80	0.00	0.00
Disaggregated Performance	CCPA.1798.199.85	0.00	0.00
Disaggregated Performance	CCPA.1798.199.90	1.12	1.54
Disaggregated Performance	CCPA.1798.199.95	0.00	0.00
Disaggregated Performance	EU.1	3.38	0.48
Disaggregated Performance	EU.10	3.88	1.54
Disaggregated Performance	EU.100	0.00	0.00
Disaggregated Performance	EU.101	0.86	1.36
Disaggregated Performance	EU.102	0.00	0.00
Disaggregated Performance	EU.103	0.00	0.00
Disaggregated Performance	EU.104	0.00	0.00
Disaggregated Performance	EU.105	0.00	0.00
Disaggregated Performance	EU.106	0.00	0.00
Disaggregated Performance	EU.107	0.00	0.00
Disaggregated Performance	EU.108	0.00	0.00
Disaggregated Performance	EU.109	0.43	1.05
Disaggregated Performance	EU.11	3.00	1.22
Disaggregated Performance	EU.110	0.00	0.00
Disaggregated Performance	EU.111	3.33	0.47
Disaggregated Performance	EU.112	3.83	0.37
Disaggregated Performance	EU.113	0.00	0.00
Disaggregated Performance	EU.12	1.88	1.45
Disaggregated Performance	EU.13	3.88	0.60
Disaggregated Performance	EU.14	2.14	1.36
Disaggregated Performance	EU.15	4.57	0.49
Disaggregated Performance	EU.16	4.75	0.43
Disaggregated Performance	EU.17	3.75	0.43
Disaggregated Performance	EU.18	3.00	1.22
Disaggregated Performance	EU.19	2.25	0.97
Disaggregated Performance	EU.2	2.00	1.22
Disaggregated Performance	EU.20	3.00	0.50
Disaggregated Performance	EU.21	2.25	1.20
Disaggregated Performance	EU.22	0.00	0.00
Disaggregated Performance	EU.23	1.38	1.80
Disaggregated Performance	EU.24	1.12	1.45
Disaggregated Performance	EU.25	2.00	1.66
Disaggregated Performance	EU.26	3.75	0.43
Disaggregated Performance	EU.27	3.25	2.05
Disaggregated Performance	EU.28	0.00	0.00
Disaggregated Performance	EU.29	0.00	0.00
Disaggregated Performance	EU.3	1.88	1.62
Disaggregated Performance	EU.30	0.00	0.00
Disaggregated Performance	EU.31	0.75	1.30
Disaggregated Performance	EU.32	0.00	0.00
Disaggregated Performance	EU.33	0.00	0.00
Disaggregated Performance	EU.34	2.25	1.39
Disaggregated Performance	EU.35	0.00	0.00
Disaggregated Performance	EU.36	0.00	0.00
Disaggregated Performance	EU.37	0.00	0.00
Disaggregated Performance	EU.38	0.00	0.00
Disaggregated Performance	EU.39	0.00	0.00
Disaggregated Performance	EU.4	1.25	1.30
Disaggregated Performance	EU.40	3.86	0.35
Disaggregated Performance	EU.41	3.86	0.35
Disaggregated Performance	EU.42	4.38	0.99
Disaggregated Performance	EU.43	4.25	0.66
Disaggregated Performance	EU.44	2.00	1.58
Disaggregated Performance	EU.45	0.38	0.99
Disaggregated Performance	EU.46	0.62	1.11
Disaggregated Performance	EU.47	1.88	1.90
Disaggregated Performance	EU.48	0.38	0.99
Disaggregated Performance	EU.49	1.88	1.90
Disaggregated Performance	EU.5	3.50	1.22
Disaggregated Performance	EU.50	2.25	1.79
Disaggregated Performance	EU.51	0.50	1.32
Disaggregated Performance	EU.52	0.00	0.00
Disaggregated Performance	EU.53	1.86	2.17
Disaggregated Performance	EU.54	0.00	0.00
Disaggregated Performance	EU.55	1.43	1.68
Disaggregated Performance	EU.56	1.14	1.81
Disaggregated Performance	EU.57	3.38	1.41
Disaggregated Performance	EU.58	2.62	1.11
Disaggregated Performance	EU.59	1.00	1.73
Disaggregated Performance	EU.6	4.25	0.66
Disaggregated Performance	EU.60	4.00	0.50
Disaggregated Performance	EU.61	0.75	1.30
Disaggregated Performance	EU.62	0.50	0.87
Disaggregated Performance	EU.63	0.38	0.70
Disaggregated Performance	EU.64	0.00	0.00
Disaggregated Performance	EU.65	0.00	0.00
Disaggregated Performance	EU.66	0.00	0.00
Disaggregated Performance	EU.67	0.00	0.00
Disaggregated Performance	EU.68	1.25	1.64
Disaggregated Performance	EU.69	0.00	0.00
Disaggregated Performance	EU.7	0.50	1.00
Disaggregated Performance	EU.70	1.75	2.28
Disaggregated Performance	EU.71	3.50	1.41
Disaggregated Performance	EU.72	4.38	0.48
Disaggregated Performance	EU.73	2.00	1.58
Disaggregated Performance	EU.74	3.62	0.48
Disaggregated Performance	EU.75	1.12	1.45
Disaggregated Performance	EU.76	2.88	1.69
Disaggregated Performance	EU.77	1.88	1.96
Disaggregated Performance	EU.78	0.62	1.11
Disaggregated Performance	EU.79	4.00	0.50
Disaggregated Performance	EU.8	3.75	0.66
Disaggregated Performance	EU.80	2.50	1.50
Disaggregated Performance	EU.81	0.62	1.11
Disaggregated Performance	EU.82	3.00	1.22
Disaggregated Performance	EU.83	0.75	1.30
Disaggregated Performance	EU.84	0.75	1.30
Disaggregated Performance	EU.85	0.00	0.00
Disaggregated Performance	EU.86	2.50	1.94
Disaggregated Performance	EU.87	0.00	0.00
Disaggregated Performance	EU.88	0.00	0.00
Disaggregated Performance	EU.89	0.88	1.54
Disaggregated Performance	EU.9	3.50	0.50
Disaggregated Performance	EU.90	0.38	0.99
Disaggregated Performance	EU.91	1.88	2.03
Disaggregated Performance	EU.92	3.88	0.78
Disaggregated Performance	EU.93	1.00	1.73
Disaggregated Performance	EU.94	0.75	1.30
Disaggregated Performance	EU.95	2.50	0.50
Disaggregated Performance	EU.96	2.88	1.36
Disaggregated Performance	EU.97	0.00	0.00
Disaggregated Performance	EU.98	0.00	0.00
Disaggregated Performance	EU.99	2.75	1.64
Evaluations for Edge Cases or Adversarial Inputs	AIDA.1	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.10	2.25	1.30
Evaluations for Edge Cases or Adversarial Inputs	AIDA.11	0.38	0.99
Evaluations for Edge Cases or Adversarial Inputs	AIDA.12	3.12	1.27
Evaluations for Edge Cases or Adversarial Inputs	AIDA.13	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.14	1.12	1.45
Evaluations for Edge Cases or Adversarial Inputs	AIDA.15	1.88	1.45
Evaluations for Edge Cases or Adversarial Inputs	AIDA.16	0.25	0.66
Evaluations for Edge Cases or Adversarial Inputs	AIDA.17	3.88	0.33
Evaluations for Edge Cases or Adversarial Inputs	AIDA.18	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.19	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.2	0.38	0.99
Evaluations for Edge Cases or Adversarial Inputs	AIDA.20	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.21	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.22	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.23	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.24	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.25	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.26	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.27	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.28	0.50	1.32
Evaluations for Edge Cases or Adversarial Inputs	AIDA.29	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.3	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.30	2.75	1.09
Evaluations for Edge Cases or Adversarial Inputs	AIDA.31	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.32	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.33	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.34	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.35	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.36	3.38	0.48
Evaluations for Edge Cases or Adversarial Inputs	AIDA.37	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.38	2.62	1.22
Evaluations for Edge Cases or Adversarial Inputs	AIDA.39	4.25	0.43
Evaluations for Edge Cases or Adversarial Inputs	AIDA.4	1.12	1.54
Evaluations for Edge Cases or Adversarial Inputs	AIDA.40	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	AIDA.5	3.50	1.32
Evaluations for Edge Cases or Adversarial Inputs	AIDA.6	0.62	1.11
Evaluations for Edge Cases or Adversarial Inputs	AIDA.7	2.50	1.94
Evaluations for Edge Cases or Adversarial Inputs	AIDA.8	4.62	0.48
Evaluations for Edge Cases or Adversarial Inputs	AIDA.9	4.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.100	3.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.105	0.25	0.66
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.106	0.25	0.66
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.110	0.75	0.97
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.115	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.120	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.121	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.125	0.25	0.66
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.126	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.130	0.62	1.11
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.135	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.140	0.75	1.30
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.145	1.62	1.65
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.146	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.147	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.148	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.149	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.150	3.75	0.43
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.151	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.152	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.153	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.154	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.155	1.00	1.32
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.156	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.157	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.158	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.159	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.160	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.161	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.162	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.163	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.164	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.165	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.166	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.167	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.168	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.169	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.170	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.171	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.172	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.173	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.174	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.175	1.50	1.50
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.176	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.177	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.178	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.179	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.180	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.185	3.88	0.33
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.190	0.75	1.30
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.192	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.194	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.196	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.198	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.10	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.100	1.00	1.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.15	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.20	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.25	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.30	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.35	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.40	3.12	0.33
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.45	1.00	1.32
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.50	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.55	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.60	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.65	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.70	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.75	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.80	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.85	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.90	1.12	1.17
Evaluations for Edge Cases or Adversarial Inputs	CCPA.1798.199.95	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.1	0.62	1.11
Evaluations for Edge Cases or Adversarial Inputs	EU.10	3.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.100	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.101	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.102	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.103	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.104	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.105	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.106	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.107	0.38	0.99
Evaluations for Edge Cases or Adversarial Inputs	EU.108	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.109	0.38	0.99
Evaluations for Edge Cases or Adversarial Inputs	EU.11	2.88	1.36
Evaluations for Edge Cases or Adversarial Inputs	EU.110	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.111	1.12	1.45
Evaluations for Edge Cases or Adversarial Inputs	EU.112	3.00	1.22
Evaluations for Edge Cases or Adversarial Inputs	EU.113	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.12	2.38	0.99
Evaluations for Edge Cases or Adversarial Inputs	EU.13	3.25	1.30
Evaluations for Edge Cases or Adversarial Inputs	EU.14	3.12	1.27
Evaluations for Edge Cases or Adversarial Inputs	EU.15	4.75	0.43
Evaluations for Edge Cases or Adversarial Inputs	EU.16	3.88	0.33
Evaluations for Edge Cases or Adversarial Inputs	EU.17	2.88	0.33
Evaluations for Edge Cases or Adversarial Inputs	EU.18	1.62	1.32
Evaluations for Edge Cases or Adversarial Inputs	EU.19	1.25	1.30
Evaluations for Edge Cases or Adversarial Inputs	EU.2	0.25	0.43
Evaluations for Edge Cases or Adversarial Inputs	EU.20	3.00	0.71
Evaluations for Edge Cases or Adversarial Inputs	EU.21	0.25	0.66
Evaluations for Edge Cases or Adversarial Inputs	EU.22	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.23	1.88	1.45
Evaluations for Edge Cases or Adversarial Inputs	EU.24	0.12	0.33
Evaluations for Edge Cases or Adversarial Inputs	EU.25	1.00	1.00
Evaluations for Edge Cases or Adversarial Inputs	EU.26	3.62	0.70
Evaluations for Edge Cases or Adversarial Inputs	EU.27	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.28	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.29	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.3	0.12	0.33
Evaluations for Edge Cases or Adversarial Inputs	EU.30	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.31	1.88	1.45
Evaluations for Edge Cases or Adversarial Inputs	EU.32	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.33	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.34	2.38	1.58
Evaluations for Edge Cases or Adversarial Inputs	EU.35	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.36	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.37	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.38	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.39	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.4	1.75	1.09
Evaluations for Edge Cases or Adversarial Inputs	EU.40	3.38	0.48
Evaluations for Edge Cases or Adversarial Inputs	EU.41	3.12	0.33
Evaluations for Edge Cases or Adversarial Inputs	EU.42	2.88	1.17
Evaluations for Edge Cases or Adversarial Inputs	EU.43	3.88	0.33
Evaluations for Edge Cases or Adversarial Inputs	EU.44	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.45	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.46	0.00	0.00
Evaluations for Edge Cases or Adversarial Inputs	EU.47	0.00	0.00
